,Document,Topic,Name,Representation,Representative_Docs,Top_n_words,Probability,Representative_document
128,"Daniel Kaffee (Tom Cruise), um jovem e inexperiente procurador da Marinha dos EUA, é encarregado de defender dois Fuzileiros, perante a Corte Marcial, acusados de serem os responsáveis pelo homicídio de um soldado americano, na Base Naval de Guantánamo. Recusando-se a fazer um acordo com a Promotoria, Kaffee, com a ajuda da Capitã-de-Corveta Joanne Galloway (Demi Moore), buscarão a verdade por trás dos fatos, a fim de desmascararem os verdadeiros culpados pelo crime ocorrido.",5,5_bell_terry_motel_friendly,"['bell', 'terry', 'motel', 'friendly', 'cowboy', 'jean', 'capitão', 'prêmio', 'popeye', 'saloon']","O filme conta a história do misterioso pistoleiro chamado Shane, recém-chegado a uma região de assentamentos e pequenos sitiantes num vale do Wyoming. Os colonos lutam por seus direitos contra os grandes criadores de gado, que controlam a maior parte da terra, e Shane logo se envolve no conflito.",bell - terry - motel - friendly - cowboy - jean - capitão - prêmio - popeye - saloon,0.2292109680584468,False
129,"A história se concentra na repercussão da morte de Lady Di, divulgada em 1 de setembro de 1997, quando a rainha Elizabeth 2.ª não consegue entender a reação emocional do povo britânico e permanece isolada com a rainha-mãe, o marido, o duque de Edimburgo, seu filho, o príncipe de Gales, e os netos — os príncipes Guilherme e Henrique de Gales no Castelo de Balmoral, na Escócia. Tony Blair, recém-empossado como primeiro-ministro, percebe que precisa agir para reaproximar a família real da população.",4,4_henrique_apaixona_henriette_duque,"['henrique', 'apaixona', 'henriette', 'duque', 'rainha', 'elizabeth', 'vida', 'sucesso', 'piano', 'noiva']","Em 1558 a rainha católica Mary I sucumbe a um tumor maligno, deixando como única herdeira sua meia-irmã Elizabeth, que já havia sido presa por ""conspirações contra a Coroa"". Elizabeth é aconselhada a casar-se e gerar um herdeiro que lhe asseguraria o trono inglês e a confiança do povo. A ""Rainha Virgem"" tem, então, de enfrentar diversas ameaças ao seu reinado: o Duque de Norfolk e Mary Stuart, seus primos católicos, e Maria de Guise, que firma aliança com os franceses para derrotá-la. Outro grande opositor de Elizabeth é o Papa, que a acusa de permitir a morte de milhares de católicos.",henrique - apaixona - henriette - duque - rainha - elizabeth - vida - sucesso - piano - noiva,0.18141251415620446,False
130,"Após viver 17 anos na Europa, Sara (Bette Davis), seu marido Kurt Muller (Paul Lukas) e seus três filhos retornam aos Estados Unidos pela fronteira mexicana para visitar David (Donald Woods) e Fanny Farrelly (Lucile Watson), o irmão e a mãe dela. Complicações aparecem quando Kurt é envolvido em um assassinato e começa a ser chantageado por Teck (George Coulouris), um homem que descobriu a ligação de Kurt à ascensão do nazismo após seu envolvimento em atividades antifascistas.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.170374649210278,False
131,"Alvin C. York trata da terra pobre em que vive com a sua mãe. Alvin sonha comprar terras num sítio mais fértil, sendo que o seu pai tinha esse sonho e não o conseguiu concretizar, apesar de ter trabalhado muito para isto. ",0,0_casa_chris_noite_michael,"['casa', 'chris', 'noite', 'michael', 'mãe', 'após', 'começa', 'daisy', 'george', 'volta']","O filme se inicia no verão de 1963. Jack e Ennis são contratados após procurarem emprego com um rancheiro de ovelhas (Randy Quaid). O trabalho deles é dividido da seguinte forma: enquanto um vigia as ovelhas do alto da montanha (que estão pastando em área de proteção ambiental, e portanto, ilegal), o outro fica na base e é responsável pelos alimentos e pela vigilância daquela área. Os dois se encontram apenas para partilharem as refeições, mas isso não impede com que tornem-se bons amigos. Após uma noite de bebedeira pesada, Ennis decide ficar na base da montanha e dormir em frente à fogueira ao invés de retornar para vigiar as ovelhas. Preocupado com a fria madrugada, Jack convida-o para dormir junto com ele em sua barraca. Ali, eles têm um rápido contato sexual. No dia seguinte, insistem em dizer um ao outro que ""não são gays""; no entanto, antes do fim do verão, o relacionamento emocional e físico deles se aprofunda. Enquanto isso, o rebanho de ovelhas que deveriam vigiar acaba por misturar-se com outro, uma ovelha é abocanhada por um lobo, e várias delas morrem de frio devido a uma tempestade de neve. No último dia de trabalho, as frustrações de ambos (por terem que deixar um ao outro) se manifestam através de uma discussão que acaba evoluindo para uma briga física. Jack faz o nariz de Ennis sangrar, e Ennis esmurra a cara de Jack.",casa - chris - noite - michael - mãe - após - começa - daisy - george - volta,0.4095452998628661,False
132,"Dolly Levi é uma viúva casamenteira que, contratada para arrumar uma noiva para um cliente milionário, acaba se apaixonando por ele. Este, por sua vez, se interessa por uma chapeleira. Para não perder o bom partido, a viúva faz um arranjo para aproximar a chapeleira de um empregado de seu cliente.",4,4_henrique_apaixona_henriette_duque,"['henrique', 'apaixona', 'henriette', 'duque', 'rainha', 'elizabeth', 'vida', 'sucesso', 'piano', 'noiva']","Em 1558 a rainha católica Mary I sucumbe a um tumor maligno, deixando como única herdeira sua meia-irmã Elizabeth, que já havia sido presa por ""conspirações contra a Coroa"". Elizabeth é aconselhada a casar-se e gerar um herdeiro que lhe asseguraria o trono inglês e a confiança do povo. A ""Rainha Virgem"" tem, então, de enfrentar diversas ameaças ao seu reinado: o Duque de Norfolk e Mary Stuart, seus primos católicos, e Maria de Guise, que firma aliança com os franceses para derrotá-la. Outro grande opositor de Elizabeth é o Papa, que a acusa de permitir a morte de milhares de católicos.",henrique - apaixona - henriette - duque - rainha - elizabeth - vida - sucesso - piano - noiva,1.0,False
133,"Aos 19 anos, o jovem Marius ficam em dúvida entre deixar a cidade, onde está farto de trabalhar para seu pai, e assumir a paixão por Fanny, com quem cresceu junto e acaba de confessar que ele é seu grande amor.",4,4_henrique_apaixona_henriette_duque,"['henrique', 'apaixona', 'henriette', 'duque', 'rainha', 'elizabeth', 'vida', 'sucesso', 'piano', 'noiva']","Em 1558 a rainha católica Mary I sucumbe a um tumor maligno, deixando como única herdeira sua meia-irmã Elizabeth, que já havia sido presa por ""conspirações contra a Coroa"". Elizabeth é aconselhada a casar-se e gerar um herdeiro que lhe asseguraria o trono inglês e a confiança do povo. A ""Rainha Virgem"" tem, então, de enfrentar diversas ameaças ao seu reinado: o Duque de Norfolk e Mary Stuart, seus primos católicos, e Maria de Guise, que firma aliança com os franceses para derrotá-la. Outro grande opositor de Elizabeth é o Papa, que a acusa de permitir a morte de milhares de católicos.",henrique - apaixona - henriette - duque - rainha - elizabeth - vida - sucesso - piano - noiva,0.3538119422795513,False
134,"1967. Larry Gopnik (Michael Stuhlberg) trabalha como professor de física na Universidade de Midwestern. Ele vê sua vida mudar radicalmente quando sua esposa, Judith (Sari Lennick), decide deixá-lo por Sy Ableman (Fred Melamed). Além disto, uma carta anônima ameaça sua carreira na universidade. Larry ainda precisa lidar com os problemas de Arthur (Richard Kind), seu irmão, que mora em sua casa e dorme no sofá; seu filho Danny (Aaron Wolff), problemático e rebelde; e ainda Sarah (Jessica McManus), sua filha, que constantemente pega dinheiro de sua carteira para uma futura cirurgia plástica no nariz. Sem saber o que fazer, Larry busca os conselhos de três rabinos.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.11526375931261368,False
135,"Seis desempregados, desesperados, homens sexualmente pouco interessantes, dançarinos pouco experientes, fazem show de striptease e mostram tudo para ganhar dinheiro. Tudo isso na cidade onde residem.",4,4_henrique_apaixona_henriette_duque,"['henrique', 'apaixona', 'henriette', 'duque', 'rainha', 'elizabeth', 'vida', 'sucesso', 'piano', 'noiva']","Em 1558 a rainha católica Mary I sucumbe a um tumor maligno, deixando como única herdeira sua meia-irmã Elizabeth, que já havia sido presa por ""conspirações contra a Coroa"". Elizabeth é aconselhada a casar-se e gerar um herdeiro que lhe asseguraria o trono inglês e a confiança do povo. A ""Rainha Virgem"" tem, então, de enfrentar diversas ameaças ao seu reinado: o Duque de Norfolk e Mary Stuart, seus primos católicos, e Maria de Guise, que firma aliança com os franceses para derrotá-la. Outro grande opositor de Elizabeth é o Papa, que a acusa de permitir a morte de milhares de católicos.",henrique - apaixona - henriette - duque - rainha - elizabeth - vida - sucesso - piano - noiva,1.0,False
136,"O enérgico gerente Brad contrata o trapezista internacional Sebastian para garantir os lucros e evitar que seu circo deixe de fazer uma temporada completa (e que inclui espetáculos em pequenas cidades). Mas a entrada de Sebastian acaba criando um conflito com Holly, apaixonada por Brad e também uma trapezista, que começa a competir perigosamente com o astro recém-contratado durante os números de trapézio. Mas este não é o único problema de Brad: além dos caprichos dos outros artistas, tem que lidar ainda com assaltantes, trapaceiros e animais selvagens doentes. Dentre seus artistas, o bondoso palhaço Buttons, que nunca retira a maquiagem em função de um terrível segredo em seu passado.",0,0_casa_chris_noite_michael,"['casa', 'chris', 'noite', 'michael', 'mãe', 'após', 'começa', 'daisy', 'george', 'volta']","O filme se inicia no verão de 1963. Jack e Ennis são contratados após procurarem emprego com um rancheiro de ovelhas (Randy Quaid). O trabalho deles é dividido da seguinte forma: enquanto um vigia as ovelhas do alto da montanha (que estão pastando em área de proteção ambiental, e portanto, ilegal), o outro fica na base e é responsável pelos alimentos e pela vigilância daquela área. Os dois se encontram apenas para partilharem as refeições, mas isso não impede com que tornem-se bons amigos. Após uma noite de bebedeira pesada, Ennis decide ficar na base da montanha e dormir em frente à fogueira ao invés de retornar para vigiar as ovelhas. Preocupado com a fria madrugada, Jack convida-o para dormir junto com ele em sua barraca. Ali, eles têm um rápido contato sexual. No dia seguinte, insistem em dizer um ao outro que ""não são gays""; no entanto, antes do fim do verão, o relacionamento emocional e físico deles se aprofunda. Enquanto isso, o rebanho de ovelhas que deveriam vigiar acaba por misturar-se com outro, uma ovelha é abocanhada por um lobo, e várias delas morrem de frio devido a uma tempestade de neve. No último dia de trabalho, as frustrações de ambos (por terem que deixar um ao outro) se manifestam através de uma discussão que acaba evoluindo para uma briga física. Jack faz o nariz de Ennis sangrar, e Ennis esmurra a cara de Jack.",casa - chris - noite - michael - mãe - após - começa - daisy - george - volta,0.19869147137382237,False
137,"Na Alemanha, durante a ascensão do nazismo, uma cantora e dançarina estadunidense se envolve ao mesmo tempo com um professor inglês e um nobre alemão. Ela trabalha no Kit Kat Klub, de Berlin, sob tensão constante das ameaças dos nazistas do início dos anos 30, em shows que têm como mestre de cerimônias o personagem de Joel Gray. Mas sua grande aspiração é receber um convite da UFA (grande estúdio de cinema alemão, espécie de Hollywood da época).",1,1_amiga_maria_margaret_emma,"['amiga', 'maria', 'margaret', 'emma', 'inglaterra', 'casar', 'estadunidense', 'jerry', 'chegada', 'esposa']","Na Londres de 1910, Margaret (Emma Thompson) e Helen Schlegel (Helena Bonham Carter), duas irmãs inglesas de origem alemã, levam uma vida mundana e pacífica, morando com o irmão Tibby Schlegel (Adrian Ross Magenty) e uma tia, Juley (Prunnela Scalles). Frequentam a conservadora família aristocrata Wilcox. Por outro lado, tornam-se amigas de Leonard Bast (Samuel West), um bancário modesto que gosta de literatura, casado com Jacky Bast (Nicola Duffetty).",amiga - maria - margaret - emma - inglaterra - casar - estadunidense - jerry - chegada - esposa,0.33722295107314537,False
138,"Tom Wingo, um treinador de rúgbi desempregado da Carolina do Sul, viaja a Nova York para ficar ao lado de sua irmã. Lá, se envolve com a psiquiatra Susan Lowenstein, enquanto tenta superar seus conflitos de família e traumas de infância.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.25331394345167013,False
139,"Em 180 d.C., o general hispano-romano Maximus Decimus Meridius pretende voltar para casa depois de liderar o exército romano à vitória contra as tribos germânicas perto de Vindobona, Fronteira da Germânia. O imperador Marco Aurélio diz a Máximo que seu próprio filho, Cómodo, é incapaz de governar e que deseja que Máximo o suceda, como regente, para ajudar a salvar Roma da corrupção e restaurar a república. Ao saber disso, Cómodo mata seu pai as escondidas.",3,3_missão_anel_michael_soldados,"['missão', 'anel', 'michael', 'soldados', 'hur', 'nave', 'wikus', 'maverick', 'tripulação', 'miller']","Em 1969, durante a guerra do Vietnã, o Capitão do Exército dos Estados Unidos e veterano das Operações Especiais Benjamin Willard (Martin Sheen) está em um hotel em Saigon, aguardando por uma missão, bebendo muito e pensando sozinho sobre sua vida e casamento fracassado. Depois de uma noite particularmente ruim em que fica alucinando sobre suas missões anteriores no país, é levado à força para uma reunião informal com os oficiais da Inteligência Militar Tenente-General Corman (G. D. Spradlin), o Coronel Lucas (Harrison Ford), e um civil referido apenas como ""Jerry"". Os três avaliam seu passado como membro das Operações Especiais e lhe oferecem uma missão para seguir o rio Nùng em selva remota, encontrar o trapaceiro Coronel Walter E. Kurtz das Forças Especiais se infiltrando em sua tropa e matá-lo, ""encerrando seu comando"". Kurtz aparentemente enlouqueceu e agora comanda sua própria tropa de montanheses dentro do neutro Camboja como um semideus.",missão - anel - michael - soldados - hur - nave - wikus - maverick - tripulação - miller,0.3965802620798525,False
140,"O filme mostra uma Nova Iorque suja, corrupta e violenta, e um policial durão e nada simpático, o detetive Jimmy 'Popeye' Doyle. Juntos, 'Popeye' e o detetive Buddy Russo, tentam desmantelar uma rede de tráfico de narcóticos e acabam descobrindo a Operação França.",5,5_bell_terry_motel_friendly,"['bell', 'terry', 'motel', 'friendly', 'cowboy', 'jean', 'capitão', 'prêmio', 'popeye', 'saloon']","O filme conta a história do misterioso pistoleiro chamado Shane, recém-chegado a uma região de assentamentos e pequenos sitiantes num vale do Wyoming. Os colonos lutam por seus direitos contra os grandes criadores de gado, que controlam a maior parte da terra, e Shane logo se envolve no conflito.",bell - terry - motel - friendly - cowboy - jean - capitão - prêmio - popeye - saloon,0.20956398060799034,False
141,"O padre católico Charles ""Chuck"" O'Malley chega para ser o novo diretor da escola de freiras Santa Maria, sediada em Nova Iorque. A situação é precária com o prédio antigo prestes a ser demolido e parte do terreno já vendido ao construtor milionário Horace P. Bogardus, que inicia uma grande e moderna construção para sua empresa. O padre conhece a líder das freiras, Irmã Mary Benedict, e os dois mantém uma rivalidade cordial, discutindo qual a melhor forma de educar as crianças além de unirem forças e tentarem convencer Bogardus a doar para a implantação de nova escola o prédio que está a construir.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.41137331679957834,False
142,"O filme conta a história de Sir James Matthew Barrie, autor do livro Peter Pan. Segundo o filme, James Barrie estava encontrando dificuldades em escrever peças de teatro, pois suas criações não eram bem recebidas pelo público. Enquanto buscava inspiração, James conheceu uma viúva, mãe de quatro crianças, as quais ele entretinha com brincadeiras e histórias. A partir desse relacionamento, surgiu a inspiração para a sua grande obra, Peter Pan, que conquistou facilmente plateias pelo mundo.",1,1_amiga_maria_margaret_emma,"['amiga', 'maria', 'margaret', 'emma', 'inglaterra', 'casar', 'estadunidense', 'jerry', 'chegada', 'esposa']","Na Londres de 1910, Margaret (Emma Thompson) e Helen Schlegel (Helena Bonham Carter), duas irmãs inglesas de origem alemã, levam uma vida mundana e pacífica, morando com o irmão Tibby Schlegel (Adrian Ross Magenty) e uma tia, Juley (Prunnela Scalles). Frequentam a conservadora família aristocrata Wilcox. Por outro lado, tornam-se amigas de Leonard Bast (Samuel West), um bancário modesto que gosta de literatura, casado com Jacky Bast (Nicola Duffetty).",amiga - maria - margaret - emma - inglaterra - casar - estadunidense - jerry - chegada - esposa,0.2381810248549711,False
143,"Harvey Cheyne Jr., um garoto nova-iorquino mimado, órfão de mãe e filho de um pai magnata e ausente, cria problemas na escola e é suspenso durante a primavera. Seu pai é aconselhado a passar mais tempo com o garoto e os dois saem num cruzeiro marítimo. Durante a viagem, Harvey cai no mar e é salvo por um marinheiro pescador chamado Manuel.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.39044503095018246,False
144,"Num vilarejo de pescadores, o Dr. Robert Richardson se apaixona pela jovem Belinda, que é surda-muda. Uma noite, Belinda é atacada e estuprada por Locky MacCormick, outro residente local. Robert leva Belinda ao médico e se descobre que ela está grávida. Ainda que todos pensem que Robert é o pai, ninguém acredita que Belinda possa cuidar da criança. E decidem que o filho deve ficar justamente com Locky e a mulher dele. Mas Belinda acaba matando Locky e enfrenta o tribunal.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.18042510741193285,False
145,"O jovem Paul Bäumer (Lew Ayres) alista-se para as Forças Armadas Germânicas, a fim de lutar na I Guerra Mundial assim como seus amigos e outros demais jovens da época, que pretendem mostrar-se corajosos e se tornarem heróis. No entanto, não há nada de heroico em fazer parte de uma guerra, não para soldados, e Paul, assim como outros, percebem que a guerra não tem lógica nenhuma - uma opinião diferente à daqueles que estão por fora dela.",-1,-1_elio_hugo_oliver_fera,"['elio', 'hugo', 'oliver', 'fera', 'georges', 'molly', 'schultz', 'castelo', 'waters', 'autômato']","Em 1858, no estado americano do Texas, os irmãos Ace e Dicky Speck conduzem a pé um grupo de escravos negros algemados. Entre eles está Django, vendido e separado de sua esposa Broomhilda von Shaft, uma escrava doméstica que fala alemão e inglês. Eles são parados pelo Dr. King Schultz, um dentista alemão que virou caçador de recompensas que busca comprar Django por conta de seu conhecimento dos três irmãos fora-da-lei Brittle, superintendentes da plantação do proprietário anterior de Django e para quem Schultz tem um mandado. Quando Ace se recusa a vender Django para Schultz e o ameaça com uma arma, Schultz o mata e atira no cavalo de Dicky, fazendo-o cair em cima dele e prendê-lo no chão; ele aconselha os escravos libertos a aproveitarem a oportunidade para se vingar. Schultz oferece a Django sua liberdade e 75 dólares em troca de ajuda para encontrar os Brittles.",elio - hugo - oliver - fera - georges - molly - schultz - castelo - waters - autômato,0.13323305369834015,False
146,"Paula Alquist conhece o experiente Gregory Anton e, depois de um curto namoro, acabam por se casar e passam duas semanas em lua-de-mel na Itália, onde Paula estuda ópera.",1,1_amiga_maria_margaret_emma,"['amiga', 'maria', 'margaret', 'emma', 'inglaterra', 'casar', 'estadunidense', 'jerry', 'chegada', 'esposa']","Na Londres de 1910, Margaret (Emma Thompson) e Helen Schlegel (Helena Bonham Carter), duas irmãs inglesas de origem alemã, levam uma vida mundana e pacífica, morando com o irmão Tibby Schlegel (Adrian Ross Magenty) e uma tia, Juley (Prunnela Scalles). Frequentam a conservadora família aristocrata Wilcox. Por outro lado, tornam-se amigas de Leonard Bast (Samuel West), um bancário modesto que gosta de literatura, casado com Jacky Bast (Nicola Duffetty).",amiga - maria - margaret - emma - inglaterra - casar - estadunidense - jerry - chegada - esposa,0.5488795459752187,False
147,"Władysław Szpilman, um famoso pianista judeu-polaco que trabalha na rádio de Varsóvia, vê seu mundo ruir com o começo da Segunda Guerra Mundial e a Invasão da Polônia em 1 de setembro de 1939. Após a estação de rádio ser bombardeada pelos alemães, Szpilman vai para casa e descobre que o Reino Unido e a França declararam guerra contra a Alemanha Nazista. Ele e a sua família alegram-se, pensando que a guerra vai acabar logo.",3,3_missão_anel_michael_soldados,"['missão', 'anel', 'michael', 'soldados', 'hur', 'nave', 'wikus', 'maverick', 'tripulação', 'miller']","Em 1969, durante a guerra do Vietnã, o Capitão do Exército dos Estados Unidos e veterano das Operações Especiais Benjamin Willard (Martin Sheen) está em um hotel em Saigon, aguardando por uma missão, bebendo muito e pensando sozinho sobre sua vida e casamento fracassado. Depois de uma noite particularmente ruim em que fica alucinando sobre suas missões anteriores no país, é levado à força para uma reunião informal com os oficiais da Inteligência Militar Tenente-General Corman (G. D. Spradlin), o Coronel Lucas (Harrison Ford), e um civil referido apenas como ""Jerry"". Os três avaliam seu passado como membro das Operações Especiais e lhe oferecem uma missão para seguir o rio Nùng em selva remota, encontrar o trapaceiro Coronel Walter E. Kurtz das Forças Especiais se infiltrando em sua tropa e matá-lo, ""encerrando seu comando"". Kurtz aparentemente enlouqueceu e agora comanda sua própria tropa de montanheses dentro do neutro Camboja como um semideus.",missão - anel - michael - soldados - hur - nave - wikus - maverick - tripulação - miller,1.0,False
148,"Em Devon, Inglaterra, enquanto a Primeira Guerra Mundial eclodia, ""Joey"", o cavalo de Albert Narracott, é vendido para a Cavalaria do Exército e enviado para França. Joey serviu nas Forças Armadas do Reino Unido e da Alemanha, e é pego por fogo inimigo; morte, doenças e o destino levam-no a uma verdadeira odisséia, servindo em ambos os lados do conflíto antes de parar sozinho no meio da Terra de ninguém. Mas Albert não se esqueceu de Joey e, ainda jovem demais para se alistar no Exército, ele embarca em uma perigosa missão para encontrar seu cavalo e trazê-lo de volta para casa em Devon.",6,6_barry_lyndon_wallace_escoceses,"['barry', 'lyndon', 'wallace', 'escoceses', 'jody', 'redmond', 'orry', 'villa', 'errol', 'nobres']","Em 1689, o ex-soldado, marinheiro e agora médico irlandês Peter Blood (Errol Flynn), agora na Inglaterra, só pensa em continuar a exercer sua profissão pacificamente. Sua vida complica quando ele é chamado para cuidar de um ferido da Rebelião de  Monmouth, o que faz os guardas do Rei James II (Vernon Steele) o prender por traição. Condenado à morte, sua pena é alterada para escravidão quando o rei descobre que faltam trabalhadores em suas colônias. Blood é enviado para Port Royal, na Jamaica, para iniciar uma nova função. O rapaz é enviado para uma plantação após, por um mero capricho, ser comprado por Arabella Bishop (Olivia de Havilland), sobrinha do Coronel Bishop (Lionel Atwill), o cruel chefe militar local. O governador Steed (George Hassell), que sofre de gota, recebe Blood para tratá-lo, mas o Coronel Bishop – que desgosta tanto da companhia do rapaz – acaba por prendê-lo por ajudar um prisioneiro. Nesse momento, piratas espanhóis chegam e bombardeiam a cidade, dando oportunidade a Blood e seus homens de escaparem. Eles capturam um dos navios e salvam a cidade, fugindo depois para o mar, transformando-se também em piratas, que atacam qualquer navio que cruze a sua rota.",barry - lyndon - wallace - escoceses - jody - redmond - orry - villa - errol - nobres,1.0,False
149,Biografia romanceada do químico Louis Pasteur.,2,2_história_nova_mentiras_dez,"['história', 'nova', 'mentiras', 'dez', 'detetive', '1930', 'york', 'rothschild', '1860', 'autobiográfico']","O filme começa em 1909, quando Wilson era presidente da Universidade de Princeton. Em seguida, torna-se governador de Nova Jérsei. Daí para a presidência do país foi um pulo. Na Casa Branca, Wilson perde a primeira esposa, casa-se novamente, entra na Primeira Guerra Mundial a contragosto (após o afundamento do navio britânico RMS Lusitania, que levava muitos americanos a bordo) e luta pela criação da Liga das Nações.",história - nova - mentiras - dez - detetive - 1930 - york - rothschild - 1860 - autobiográfico,0.19633206533728392,False
