ANO;TITULO;VENCEDOR;LINK_EN;LINK_ES;LINK_PT;PAGEID_EN;TITLE_EN;TITLE_ES;PAGEID_ES;TITLE_PT;PAGEID_PT;FILENAME_PT;FILENAME_ES;FILENAME_EN
1940.0;Love Affair (1939 film);Não;https://en.wikipedia.org/wiki/Love_Affair_(1939_film);https://es.wikipedia.org/wiki/Tú_y_yo_(película_de_1939);https://pt.wikipedia.org/wiki/Love_Affair_(1939);62115.0;Love Affair (1939 film);Tú y yo (película de 1939);28494.0;Love Affair (1939);3314844.0;As Vinhas da Ira (filme).txt;The Grapes of Wrath (película).txt;The Grapes of Wrath (film).txt
1940.0;Mr. Smith Goes to Washington;Não;https://en.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;https://es.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;https://pt.wikipedia.org/wiki/Mr._Smith_Goes_to_Washington;62117.0;Mr. Smith Goes to Washington;Mr. Smith Goes to Washington;1052481.0;Mr. Smith Goes to Washington;445325.0;O Grande Ditador.txt;El gran dictador.txt;The Great Dictator.txt
1940.0;Ninotchka;Não;https://en.wikipedia.org/wiki/Ninotchka;https://es.wikipedia.org/wiki/Ninotchka;https://pt.wikipedia.org/wiki/Ninotchka;62118.0;Ninotchka;Ninotchka;970089.0;Ninotchka;1781968.0;Kitty Foyle.txt;Espejismo de amor.txt;Kitty Foyle (film).txt
1940.0;Of Mice and Men (1939 film);Não;https://en.wikipedia.org/wiki/Of_Mice_and_Men_(1939_film);https://es.wikipedia.org/wiki/Of_Mice_and_Men_(película_de_1939);https://pt.wikipedia.org/wiki/Of_Mice_and_Men_(1939);62121.0;Of Mice and Men (1939 film);Of Mice and Men (película de 1939);4263549.0;Of Mice and Men (1939);2011703.0;A Carta (1940).txt;La carta (película de 1940).txt;The Letter (1940 film).txt
1940.0;Stagecoach (1939 film);Não;https://en.wikipedia.org/wiki/Stagecoach_(1939_film);https://es.wikipedia.org/wiki/La_diligencia;https://pt.wikipedia.org/wiki/Stagecoach_(1939);62122.0;Stagecoach (1939 film);La diligencia;26807.0;Stagecoach (1939);1270593.0;;;
1940.0;The Wizard of Oz (1939 film);Não;https://en.wikipedia.org/wiki/The_Wizard_of_Oz;https://es.wikipedia.org/wiki/El_mago_de_Oz;https://pt.wikipedia.org/wiki/The_Wizard_of_Oz_(1939);561315.0;The Wizard of Oz;El mago de Oz;714026.0;The Wizard of Oz (1939);230531.0;;;
1940.0;Wuthering Heights (1939 film);Não;https://en.wikipedia.org/wiki/Wuthering_Heights_(1939_film);https://es.wikipedia.org/wiki/Cumbres_Borrascosas_(película_de_1939);https://pt.wikipedia.org/wiki/Wuthering_Heights_(filme_de_1939);3823100.0;Wuthering Heights (1939 film);Cumbres Borrascosas (película de 1939);23782.0;Wuthering Heights (filme de 1939);317680.0;The Philadelphia Story.txt;The Philadelphia Story.txt;The Philadelphia Story (film).txt
1941.0;Rebecca (1940 film);Sim;https://en.wikipedia.org/wiki/Rebecca_(1940_film);https://es.wikipedia.org/wiki/Rebecca_(película);https://pt.wikipedia.org/wiki/Rebecca_(1940);1259785.0;Rebecca (1940 film);Rebecca (película);26996.0;Rebecca (1940);411687.0;How Green Was My Valley.txt;¡Qué verde era mi valle!.txt;How Green Was My Valley (film).txt
1941.0;All This, and Heaven Too;Não;https://en.wikipedia.org/wiki/All_This,_and_Heaven_Too;https://es.wikipedia.org/wiki/El_cielo_y_tú;https://pt.wikipedia.org/wiki/All_This,_and_Heaven_Too;62687.0;All This, and Heaven Too;El cielo y tú;7036779.0;All This, and Heaven Too;4274176.0;;;
1941.0;Foreign Correspondent (film);Não;https://en.wikipedia.org/wiki/Foreign_Correspondent_(film);https://es.wikipedia.org/wiki/Foreign_Correspondent;https://pt.wikipedia.org/wiki/Foreign_Correspondent;62688.0;Foreign Correspondent (film);Foreign Correspondent;7069670.0;Foreign Correspondent;634789.0;Citizen Kane.txt;Citizen Kane.txt;Citizen Kane.txt
1941.0;The Grapes of Wrath (film);Não;https://en.wikipedia.org/wiki/The_Grapes_of_Wrath_(film);https://es.wikipedia.org/wiki/The_Grapes_of_Wrath_(película);https://pt.wikipedia.org/wiki/As_Vinhas_da_Ira_(filme);4350811.0;The Grapes of Wrath (film);The Grapes of Wrath (película);27163.0;As Vinhas da Ira (filme);495225.0;Here Comes Mr. Jordan.txt;Here Comes Mr. Jordan.txt;Here Comes Mr. Jordan.txt
1941.0;The Great Dictator;Não;https://en.wikipedia.org/wiki/The_Great_Dictator;https://es.wikipedia.org/wiki/El_gran_dictador;https://pt.wikipedia.org/wiki/O_Grande_Ditador;62689.0;The Great Dictator;El gran dictador;26806.0;O Grande Ditador;105539.0;Hold Back the Dawn.txt;Si no amaneciera.txt;Hold Back the Dawn.txt
1941.0;Kitty Foyle (film);Não;https://en.wikipedia.org/wiki/Kitty_Foyle_(film);https://es.wikipedia.org/wiki/Espejismo_de_amor;https://pt.wikipedia.org/wiki/Kitty_Foyle;10873860.0;Kitty Foyle (film);Espejismo de amor;7044754.0;Kitty Foyle;1969582.0;The Little Foxes.txt;La loba (película de 1941).txt;The Little Foxes (film).txt
1941.0;The Letter (1940 film);Não;https://en.wikipedia.org/wiki/The_Letter_(1940_film);https://es.wikipedia.org/wiki/La_carta_(película_de_1940);https://pt.wikipedia.org/wiki/A_Carta_(1940);172031.0;The Letter (1940 film);La carta (película de 1940);1798716.0;A Carta (1940);2062829.0;Relíquia Macabra.txt;El halcón maltés (película de 1941).txt;The Maltese Falcon (1941 film).txt
1941.0;The Philadelphia Story (film);Não;https://en.wikipedia.org/wiki/The_Philadelphia_Story_(film);https://es.wikipedia.org/wiki/The_Philadelphia_Story;https://pt.wikipedia.org/wiki/The_Philadelphia_Story;62592.0;The Philadelphia Story (film);The Philadelphia Story;27149.0;The Philadelphia Story;445466.0;Mrs. Miniver.txt;La señora Miniver.txt;Mrs. Miniver.txt
1942.0;How Green Was My Valley (film);Sim;https://en.wikipedia.org/wiki/How_Green_Was_My_Valley_(film);https://es.wikipedia.org/wiki/¡Qué_verde_era_mi_valle!;https://pt.wikipedia.org/wiki/How_Green_Was_My_Valley;4837038.0;How Green Was My Valley (film);¡Qué verde era mi valle!;304772.0;How Green Was My Valley;917955.0;49th Parallel.txt;49th Parallel.txt;49th Parallel (film).txt
1942.0;Citizen Kane;Não;https://en.wikipedia.org/wiki/Citizen_Kane;https://es.wikipedia.org/wiki/Citizen_Kane;https://pt.wikipedia.org/wiki/Citizen_Kane;5224.0;Citizen Kane;Citizen Kane;23778.0;Citizen Kane;93937.0;The Magnificent Ambersons (1942).txt;The Magnificent Ambersons.txt;The Magnificent Ambersons (film).txt
1942.0;Here Comes Mr. Jordan;Não;https://en.wikipedia.org/wiki/Here_Comes_Mr._Jordan;https://es.wikipedia.org/wiki/Here_Comes_Mr._Jordan;https://pt.wikipedia.org/wiki/Here_Comes_Mr._Jordan;77598.0;Here Comes Mr. Jordan;Here Comes Mr. Jordan;8093750.0;Here Comes Mr. Jordan;3881840.0;The Pride of the Yankees.txt;El orgullo de los Yanquis.txt;The Pride of the Yankees.txt
1942.0;Hold Back the Dawn;Não;https://en.wikipedia.org/wiki/Hold_Back_the_Dawn;https://es.wikipedia.org/wiki/Si_no_amaneciera;https://pt.wikipedia.org/wiki/Hold_Back_the_Dawn;77604.0;Hold Back the Dawn;Si no amaneciera;1081309.0;Hold Back the Dawn;2370192.0;;;
1942.0;The Little Foxes (film);Não;https://en.wikipedia.org/wiki/The_Little_Foxes_(film);https://es.wikipedia.org/wiki/La_loba_(película_de_1941);https://pt.wikipedia.org/wiki/The_Little_Foxes;16767019.0;The Little Foxes (film);La loba (película de 1941);1344.0;The Little Foxes;2062786.0;Yankee Doodle Dandy.txt;Yanqui Dandy.txt;Yankee Doodle Dandy.txt
1942.0;The Maltese Falcon (1941 film);Não;https://en.wikipedia.org/wiki/The_Maltese_Falcon_(1941_film);https://es.wikipedia.org/wiki/El_halcón_maltés_(película_de_1941);https://pt.wikipedia.org/wiki/Relíquia_Macabra;4593958.0;The Maltese Falcon (1941 film);El halcón maltés (película de 1941);26776.0;Relíquia Macabra;1578265.0;Casablanca (filme).txt;Casablanca (película).txt;Casablanca (film).txt
1942.0;Sergeant York (film);Não;https://en.wikipedia.org/wiki/Sergeant_York_(film);https://es.wikipedia.org/wiki/Sergeant_York;https://pt.wikipedia.org/wiki/Sargento_York;77609.0;Sergeant York (film);Sergeant York;1046412.0;Sargento York;1339936.0;Heaven Can Wait (1943).txt;Heaven Can Wait (película de 1943).txt;Heaven Can Wait (1943 film).txt
1942.0;Suspicion (1941 film);Não;https://en.wikipedia.org/wiki/Suspicion_(1941_film);https://es.wikipedia.org/wiki/Suspicion;https://pt.wikipedia.org/wiki/Suspeita;74984.0;Suspicion (1941 film);Suspicion;826495.0;Suspeita;1326508.0;In Which We Serve.txt;Sangre, sudor y lágrimas (película de 1942).txt;In Which We Serve.txt
1943.0;MRS. MINIVER;Sim;https://en.wikipedia.org/wiki/Mrs._Miniver;https://es.wikipedia.org/wiki/La_señora_Miniver;https://pt.wikipedia.org/wiki/Mrs._Miniver;4836948.0;Mrs. Miniver;La señora Miniver;1046363.0;Mrs. Miniver;1687063.0;The More the Merrier.txt;El amor llamó dos veces.txt;The More the Merrier.txt
1943.0;49th Parallel (film); Não;https://en.wikipedia.org/wiki/49th_Parallel_(film);https://es.wikipedia.org/wiki/49th_Parallel;https://pt.wikipedia.org/wiki/49th_Parallel;1273501.0;49th Parallel (film);49th Parallel;2206400.0;49th Parallel;1034400.0;Consciências Mortas.txt;The Ox-Bow Incident.txt;The Ox-Bow Incident.txt
1943.0;Kings Row; Não;https://en.wikipedia.org/wiki/Kings_Row;https://es.wikipedia.org/wiki/Kings_Row;https://pt.wikipedia.org/wiki/Em_Cada_Coração_um_Pecado;77619.0;Kings Row;Kings Row;7851317.0;Em Cada Coração um Pecado;2299769.0;;;
1943.0;THE MAGNIFICENT AMBERSONS;Não;https://en.wikipedia.org/wiki/The_Magnificent_Ambersons_(film);https://es.wikipedia.org/wiki/The_Magnificent_Ambersons;https://pt.wikipedia.org/wiki/The_Magnificent_Ambersons_(1942);3509771.0;The Magnificent Ambersons (film);The Magnificent Ambersons;328434.0;The Magnificent Ambersons (1942);3769825.0;A Canção de Bernadette.txt;La canción de Bernadette.txt;The Song of Bernadette (film).txt
1943.0;THE PRIDE OF THE YANKEES;Não;https://en.wikipedia.org/wiki/The_Pride_of_the_Yankees;https://es.wikipedia.org/wiki/El_orgullo_de_los_Yanquis;https://pt.wikipedia.org/wiki/The_Pride_of_the_Yankees;77639.0;The Pride of the Yankees;El orgullo de los Yanquis;7584407.0;The Pride of the Yankees;3772674.0;Watch on the Rhine.txt;Watch on the Rhine.txt;Watch on the Rhine.txt
1943.0;YANKEE DOODLE DANDY (film);Não;https://en.wikipedia.org/wiki/Yankee_Doodle_Dandy;https://es.wikipedia.org/wiki/Yanqui_Dandy;https://pt.wikipedia.org/wiki/Yankee_Doodle_Dandy;76647.0;Yankee Doodle Dandy;Yanqui Dandy;4557712.0;Yankee Doodle Dandy;628173.0;;;
1944.0;CASABLANCA;Sim;https://en.wikipedia.org/wiki/Casablanca_(film);https://es.wikipedia.org/wiki/Casablanca_(película);https://pt.wikipedia.org/wiki/Casablanca_(filme);57585.0;Casablanca (film);Casablanca (película);5731.0;Casablanca (filme);112012.0;Since You Went Away.txt;Desde que te fuiste.txt;Since You Went Away.txt
1944.0;FOR WHOM THE BELL TOLLS;Não;https://en.wikipedia.org/wiki/For_Whom_the_Bell_Tolls_(film);https://es.wikipedia.org/wiki/Por_quién_doblan_las_campanas_(película);https://pt.wikipedia.org/wiki/Por_Quem_os_Sinos_Dobram_(filme);4717522.0;For Whom the Bell Tolls (film);Por quién doblan las campanas (película);1531149.0;Por Quem os Sinos Dobram (filme);1313168.0;Farrapo Humano.txt;Días sin huella.txt;The Lost Weekend.txt
1944.0;Heaven Can Wait;Não;https://en.wikipedia.org/wiki/Heaven_Can_Wait_(1943_film);https://es.wikipedia.org/wiki/Heaven_Can_Wait_(película_de_1943);https://pt.wikipedia.org/wiki/Heaven_Can_Wait_(1943);77653.0;Heaven Can Wait (1943 film);Heaven Can Wait (película de 1943);2942532.0;Heaven Can Wait (1943);4286319.0;Anchors Aweigh.txt;Levando anclas.txt;Anchors Aweigh (film).txt
1944.0;IN WHICH WE SERVE;Não;https://en.wikipedia.org/wiki/In_Which_We_Serve;https://es.wikipedia.org/wiki/Sangre,_sudor_y_lágrimas_(película_de_1942);https://pt.wikipedia.org/wiki/In_Which_We_Serve;77658.0;In Which We Serve;Sangre, sudor y lágrimas (película de 1942);10773547.0;In Which We Serve;4292572.0;Alma em Suplício.txt;Mildred Pierce.txt;Mildred Pierce (film).txt
1944.0;THE MORE THE MERRIER;Não;https://en.wikipedia.org/wiki/The_More_the_Merrier;https://es.wikipedia.org/wiki/El_amor_llamó_dos_veces;https://pt.wikipedia.org/wiki/The_More_the_Merrier;77665.0;The More the Merrier;El amor llamó dos veces;8448489.0;The More the Merrier;1336561.0;Spellbound (1945).txt;Spellbound.txt;Spellbound (1945 film).txt
1944.0;THE OX-BOW INCIDENT;Não;https://en.wikipedia.org/wiki/The_Ox-Bow_Incident;https://es.wikipedia.org/wiki/The_Ox-Bow_Incident;https://pt.wikipedia.org/wiki/Consciências_Mortas;75268.0;The Ox-Bow Incident;The Ox-Bow Incident;692839.0;Consciências Mortas;1273028.0;The Best Years of Our Lives.txt;Los mejores años de nuestra vida.txt;The Best Years of Our Lives.txt
1944.0;THE SONG OF BERNADETTE(film);Não;https://en.wikipedia.org/wiki/The_Song_of_Bernadette_(film);https://es.wikipedia.org/wiki/La_canción_de_Bernadette;https://pt.wikipedia.org/wiki/A_Canção_de_Bernadette;77672.0;The Song of Bernadette (film);La canción de Bernadette;307225.0;A Canção de Bernadette;1621878.0;It's a Wonderful Life.txt;Qué bello es vivir.txt;It's a Wonderful Life.txt
1944.0;WATCH ON THE RHINE(film);Não;https://en.wikipedia.org/wiki/Watch_on_the_Rhine;https://es.wikipedia.org/wiki/Watch_on_the_Rhine;https://pt.wikipedia.org/wiki/Watch_on_the_Rhine;77674.0;Watch on the Rhine;Watch on the Rhine;4557524.0;Watch on the Rhine;3927571.0;O Fio da Navalha (1946).txt;El filo de la navaja (película).txt;The Razor's Edge (1946 film).txt
1945.0;GOING MY WAY;Sim;https://en.wikipedia.org/wiki/Going_My_Way;https://es.wikipedia.org/wiki/Going_My_Way;https://pt.wikipedia.org/wiki/O_Bom_Pastor_(1944);42383.0;Going My Way;Going My Way;307887.0;O Bom Pastor (1944);838267.0;The Yearling.txt;El despertar (película de 1946).txt;The Yearling (1946 film).txt
1945.0;DOUBLE INDEMNITY (film);Não;https://en.wikipedia.org/wiki/Double_Indemnity;https://es.wikipedia.org/wiki/Double_Indemnity;https://pt.wikipedia.org/wiki/Double_Indemnity;73438.0;Double Indemnity;Double Indemnity;1045660.0;Double Indemnity;2069383.0;A Luz É para Todos.txt;Gentleman's Agreement.txt;Gentleman's Agreement.txt
1945.0;GASLIGHT (film);Não;https://en.wikipedia.org/wiki/Gaslight_(1944_film);https://es.wikipedia.org/wiki/Gaslight;https://pt.wikipedia.org/wiki/Gaslight;2279601.0;Gaslight (1944 film);Gaslight;262275.0;Gaslight;1402395.0;The Bishop's Wife.txt;The Bishop's Wife.txt;The Bishop's Wife.txt
1945.0;SINCE YOU WENT AWAY;Não;https://en.wikipedia.org/wiki/Since_You_Went_Away;https://es.wikipedia.org/wiki/Desde_que_te_fuiste;https://pt.wikipedia.org/wiki/Since_You_Went_Away;77685.0;Since You Went Away;Desde que te fuiste;4951606.0;Since You Went Away;4295287.0;;;
1946.0;THE LOST WEEKEND;Sim;https://en.wikipedia.org/wiki/The_Lost_Weekend;https://es.wikipedia.org/wiki/Días_sin_huella;https://pt.wikipedia.org/wiki/Farrapo_Humano;42294.0;The Lost Weekend;Días sin huella;134726.0;Farrapo Humano;181842.0;De Ilusão Também Se Vive.txt;Miracle on 34th Street.txt;Miracle on 34th Street.txt
1946.0;ANCHORS AWEIGH (film);Não;https://en.wikipedia.org/wiki/Anchors_Aweigh_(film);https://es.wikipedia.org/wiki/Levando_anclas;https://pt.wikipedia.org/wiki/Anchors_Aweigh;79700.0;Anchors Aweigh (film);Levando anclas;810574.0;Anchors Aweigh;871728.0;Hamlet (filme de 1948).txt;Hamlet (película de 1948).txt;Hamlet (1948 film).txt
1946.0;MILDRED PIERCE (film);Não;https://en.wikipedia.org/wiki/Mildred_Pierce_(film);https://es.wikipedia.org/wiki/Mildred_Pierce;https://pt.wikipedia.org/wiki/Alma_em_Suplício;4995581.0;Mildred Pierce (film);Mildred Pierce;520798.0;Alma em Suplício;636395.0;The Red Shoes.txt;Las zapatillas rojas (película de 1948).txt;The Red Shoes (1948 film).txt
1946.0;SPELLBOUND (1945 film);Não;https://en.wikipedia.org/wiki/Spellbound_(1945_film);https://es.wikipedia.org/wiki/Spellbound;https://pt.wikipedia.org/wiki/Spellbound_(1945);80488.0;Spellbound (1945 film);Spellbound;94164.0;Spellbound (1945);304886.0;O Tesouro de Sierra Madre.txt;El tesoro de Sierra Madre (película).txt;The Treasure of the Sierra Madre (film).txt
1947.0;The Best Years of Our Lives;Sim;https://en.wikipedia.org/wiki/The_Best_Years_of_Our_Lives;https://es.wikipedia.org/wiki/Los_mejores_años_de_nuestra_vida;https://pt.wikipedia.org/wiki/The_Best_Years_of_Our_Lives;42159.0;The Best Years of Our Lives;Los mejores años de nuestra vida;25384.0;The Best Years of Our Lives;1310534.0;The Snake Pit.txt;Nido de víboras.txt;The Snake Pit.txt
1947.0;HENRY V (1944 film);Não;https://en.wikipedia.org/wiki/Henry_V_(1944_film);https://es.wikipedia.org/wiki/Enrique_V_(película_de_1944);https://pt.wikipedia.org/wiki/Henrique_V_(filme_de_1944);80493.0;Henry V (1944 film);Enrique V (película de 1944);7207428.0;Henrique V (filme de 1944);4297601.0;All the King's Men (1949).txt;All the King's Men.txt;All the King's Men (1949 film).txt
1947.0;IT'S A WONDERFUL LIFE;Não;https://en.wikipedia.org/wiki/It's_a_Wonderful_Life;https://es.wikipedia.org/wiki/Qué_bello_es_vivir;https://pt.wikipedia.org/wiki/It's_a_Wonderful_Life;60164.0;It's a Wonderful Life;Qué bello es vivir;634647.0;It's a Wonderful Life;1224894.0;Battleground (filme).txt;Fuego en la nieve (película).txt;Battleground (film).txt
1947.0;THE RAZOR'S EDGE (1946 film);Não;https://en.wikipedia.org/wiki/The_Razor's_Edge_(1946_film);https://es.wikipedia.org/wiki/El_filo_de_la_navaja_(película);https://pt.wikipedia.org/wiki/O_Fio_da_Navalha_(1946);6000549.0;The Razor's Edge (1946 film);El filo de la navaja (película);9836236.0;O Fio da Navalha (1946);1604294.0;The Heiress.txt;La heredera (película).txt;The Heiress.txt
1947.0;THE YEARLING (1946 film);Não;https://en.wikipedia.org/wiki/The_Yearling_(1946_film);https://es.wikipedia.org/wiki/El_despertar_(película_de_1946);https://pt.wikipedia.org/wiki/The_Yearling;80499.0;The Yearling (1946 film);El despertar (película de 1946);1305532.0;The Yearling;4298653.0;A Letter to Three Wives.txt;Carta a tres esposas.txt;A Letter to Three Wives.txt
1948.0;GENTLEMAN'S AGREEMENT (film);Sim;https://en.wikipedia.org/wiki/Gentleman's_Agreement;https://es.wikipedia.org/wiki/Gentleman's_Agreement;https://pt.wikipedia.org/wiki/A_Luz_É_para_Todos;42093.0;Gentleman's Agreement;Gentleman's Agreement;1044126.0;A Luz É para Todos;1340635.0;All About Eve.txt;All About Eve.txt;All About Eve.txt
1948.0;THE BISHOP'S WIFE;Não;https://en.wikipedia.org/wiki/The_Bishop's_Wife;https://es.wikipedia.org/wiki/The_Bishop's_Wife;https://pt.wikipedia.org/wiki/The_Bishop's_Wife;80510.0;The Bishop's Wife;The Bishop's Wife;9419096.0;The Bishop's Wife;2477938.0;Born Yesterday.txt;Nacida ayer (película de 1950).txt;Born Yesterday (1950 film).txt
1948.0;CROSSFIRE (film);Não;https://en.wikipedia.org/wiki/Crossfire_(film);https://es.wikipedia.org/wiki/Encrucijada_de_odios;https://pt.wikipedia.org/wiki/Crossfire_(filme);42106.0;Crossfire (film);Encrucijada de odios;10745238.0;Crossfire (filme);2851068.0;Sunset Boulevard.txt;Sunset Boulevard (película).txt;Sunset Boulevard (film).txt
1948.0;MIRACLE ON 34TH STREET;Não;https://en.wikipedia.org/wiki/Miracle_on_34th_Street;https://es.wikipedia.org/wiki/Miracle_on_34th_Street;https://pt.wikipedia.org/wiki/De_Ilusão_Também_Se_Vive;80523.0;Miracle on 34th Street;Miracle on 34th Street;3498591.0;De Ilusão Também Se Vive;3285400.0;King Solomon's Mines (filme de 1950).txt;Las minas del rey Salomón (película de 1950).txt;King Solomon's Mines (1950 film).txt
1949.0;HAMLET (1948 film);Sim;https://en.wikipedia.org/wiki/Hamlet_(1948_film);https://es.wikipedia.org/wiki/Hamlet_(película_de_1948);https://pt.wikipedia.org/wiki/Hamlet_(filme_de_1948);80530.0;Hamlet (1948 film);Hamlet (película de 1948);859426.0;Hamlet (filme de 1948);526323.0;An American in Paris.txt;Un americano en París.txt;An American in Paris (film).txt
1949.0;JOHNNY BELINDA (1948 film);Não;https://en.wikipedia.org/wiki/Johnny_Belinda_(1948_film);https://es.wikipedia.org/wiki/Belinda_(película);https://pt.wikipedia.org/wiki/Johnny_Belinda;80533.0;Johnny Belinda (1948 film);Belinda (película);1044102.0;Johnny Belinda;2323093.0;Decision Before Dawn.txt;Decision Before Dawn.txt;Decision Before Dawn.txt
1949.0;THE RED SHOES (1948 film);Não;https://en.wikipedia.org/wiki/The_Red_Shoes_(1948_film);https://es.wikipedia.org/wiki/Las_zapatillas_rojas_(película_de_1948);https://pt.wikipedia.org/wiki/The_Red_Shoes;60169.0;The Red Shoes (1948 film);Las zapatillas rojas (película de 1948);2206399.0;The Red Shoes;2502419.0;Um Lugar ao Sol (filme).txt;A Place in the Sun.txt;A Place in the Sun (1951 film).txt
1949.0;THE TREASURE OF THE SIERRA MADRE (1948 film);Não;https://en.wikipedia.org/wiki/The_Treasure_of_the_Sierra_Madre_(film);https://es.wikipedia.org/wiki/El_tesoro_de_Sierra_Madre_(película);https://pt.wikipedia.org/wiki/O_Tesouro_de_Sierra_Madre;11088642.0;The Treasure of the Sierra Madre (film);El tesoro de Sierra Madre (película);27143.0;O Tesouro de Sierra Madre;1387832.0;A Streetcar Named Desire.txt;Un tranvía llamado Deseo (película de 1951).txt;A Streetcar Named Desire (1951 film).txt
1949.0;The Snake Pit;Não;https://en.wikipedia.org/wiki/The_Snake_Pit;https://es.wikipedia.org/wiki/Nido_de_víboras;https://pt.wikipedia.org/wiki/The_Snake_Pit;80538.0;The Snake Pit;Nido de víboras;7037587.0;The Snake Pit;2244384.0;Quo Vadis (1951).txt;Quo vadis? (película de 1951).txt;Quo Vadis (1951 film).txt
1950.0;All the King's Men (1949 film);Sim;https://en.wikipedia.org/wiki/All_the_King's_Men_(1949_film);https://es.wikipedia.org/wiki/All_the_King's_Men;https://pt.wikipedia.org/wiki/All_the_King's_Men_(1949);4500088.0;All the King's Men (1949 film);All the King's Men;856025.0;All the King's Men (1949);1051165.0;The Greatest Show on Earth.txt;The Greatest Show on Earth (película de 1952).txt;The Greatest Show on Earth (film).txt
1950.0;Battleground (film);Não;https://en.wikipedia.org/wiki/Battleground_(film);https://es.wikipedia.org/wiki/Fuego_en_la_nieve_(película);https://pt.wikipedia.org/wiki/Battleground_(filme);80916.0;Battleground (film);Fuego en la nieve (película);9838248.0;Battleground (filme);2715185.0;;;
1950.0;The Heiress;Não;https://en.wikipedia.org/wiki/The_Heiress;https://es.wikipedia.org/wiki/La_heredera_(película);https://pt.wikipedia.org/wiki/The_Heiress;73970.0;The Heiress;La heredera (película);651082.0;The Heiress;3410282.0;Ivanhoe (1952).txt;Ivanhoe (película de 1952).txt;Ivanhoe (1952 film).txt
1950.0;A Letter to Three Wives;Não;https://en.wikipedia.org/wiki/A_Letter_to_Three_Wives;https://es.wikipedia.org/wiki/Carta_a_tres_esposas;https://pt.wikipedia.org/wiki/A_Letter_to_Three_Wives;80923.0;A Letter to Three Wives;Carta a tres esposas;203399.0;A Letter to Three Wives;3886912.0;The Quiet Man.txt;The Quiet Man.txt;The Quiet Man.txt
1951.0;All About Eve;Sim;https://en.wikipedia.org/wiki/All_About_Eve;https://es.wikipedia.org/wiki/All_About_Eve;https://pt.wikipedia.org/wiki/All_About_Eve;41881.0;All About Eve;All About Eve;354163.0;All About Eve;443271.0;Moulin Rouge (1952).txt;Moulin Rouge (película de 1952).txt;Moulin Rouge (1952 film).txt
1951.0;BORN YESTERDAY (film);Não;https://en.wikipedia.org/wiki/Born_Yesterday_(1950_film);https://es.wikipedia.org/wiki/Nacida_ayer_(pel%C3%ADcula_de_1950);https://pt.wikipedia.org/wiki/Born_Yesterday;2066293.0;Born Yesterday (1950 film);Nacida ayer (película de 1950);262918.0;Born Yesterday;481114.0;From Here to Eternity.txt;De aquí a la eternidad.txt;From Here to Eternity.txt
1951.0;SUNSET BLVD. (film);Não;https://en.wikipedia.org/wiki/Sunset_Boulevard_(film);https://es.wikipedia.org/wiki/Sunset_Boulevard_(película);https://pt.wikipedia.org/wiki/Sunset_Boulevard;76368.0;Sunset Boulevard (film);Sunset Boulevard (película);345539.0;Sunset Boulevard;481080.0;The Robe.txt;The Robe.txt;The Robe (film).txt
1951.0;FATHER OF THE BRIDE (1950 film);Não;https://en.wikipedia.org/wiki/Father_of_the_Bride_(1950_film);https://es.wikipedia.org/wiki/El_padre_de_la_novia_(película_de_1950);https://pt.wikipedia.org/wiki/O_Pai_da_Noiva_(1950);80944.0;Father of the Bride (1950 film);El padre de la novia (película de 1950);1031549.0;O Pai da Noiva (1950);3315692.0;Roman Holiday.txt;Roman Holiday.txt;Roman Holiday.txt
1951.0;KING SOLOMON'S MINES (1950 film);Não;https://en.wikipedia.org/wiki/King_Solomon's_Mines_(1950_film);https://es.wikipedia.org/wiki/Las_minas_del_rey_Salomón_(película_de_1950);https://pt.wikipedia.org/wiki/King_Solomon's_Mines_(filme_de_1950);9467480.0;King Solomon's Mines (1950 film);Las minas del rey Salomón (película de 1950);27684.0;King Solomon's Mines (filme de 1950);2303781.0;Shane.txt;Shane.txt;Shane (film).txt
1952.0;An American in Paris (film);Sim;https://en.wikipedia.org/wiki/An_American_in_Paris_(film);https://es.wikipedia.org/wiki/Un_americano_en_París;https://pt.wikipedia.org/wiki/An_American_in_Paris;1587300.0;An American in Paris (film);Un americano en París;630085.0;An American in Paris;838288.0;;;
1952.0;DECISION BEFORE DAWN (film);Não;https://en.wikipedia.org/wiki/Decision_Before_Dawn;https://es.wikipedia.org/wiki/Decision_Before_Dawn;https://pt.wikipedia.org/wiki/Decision_Before_Dawn;84213.0;Decision Before Dawn;Decision Before Dawn;9143794.0;Decision Before Dawn;4301270.0;On the Waterfront.txt;On the Waterfront.txt;On the Waterfront.txt
1952.0;A PLACE IN THE SUN (film);Não;https://en.wikipedia.org/wiki/A_Place_in_the_Sun_(1951_film);https://es.wikipedia.org/wiki/A_Place_in_the_Sun;https://pt.wikipedia.org/wiki/Um_Lugar_ao_Sol_(filme);2300167.0;A Place in the Sun (1951 film);A Place in the Sun;857532.0;Um Lugar ao Sol (filme);1382669.0;The Caine Mutiny.txt;El motín del Caine.txt;The Caine Mutiny (film).txt
